club,elo,date
Ipswich,1471.03015137,2016-11-24
Ipswich,1469.83349609,2016-11-25
Ipswich,1481.49719238,2016-11-27
Ipswich,1470.13049316,2016-12-04
Ipswich,1470.5982666,2016-12-07
Ipswich,1467.92980957,2016-12-08
Ipswich,1468.22045898,2016-12-09
Ipswich,1465.33666992,2016-12-11
Ipswich,1458.76586914,2016-12-14
Ipswich,1466.0690918,2016-12-18
Ipswich,1452.72290039,2016-12-27
Ipswich,1458.29992676,2016-12-31
Ipswich,1450.89660645,2017-01-03
Ipswich,1456.78930664,2017-01-15
Ipswich,1447.69421387,2017-01-22
Ipswich,1450.69824219,2017-01-29
Ipswich,1436.81225586,2017-02-01
Ipswich,1436.20458984,2017-02-05
Ipswich,1447.02404785,2017-02-12
Ipswich,1452.60241699,2017-02-15
Ipswich,1449.79956055,2017-02-16
Ipswich,1450.91674805,2017-02-17
Ipswich,1450.4967041,2017-02-19
Ipswich,1452.81018066,2017-02-22
Ipswich,1453.52783203,2017-02-23
Ipswich,1448.47021484,2017-02-24
Ipswich,1452.36071777,2017-02-27
Ipswich,1450.90588379,2017-03-05
Ipswich,1446.92089844,2017-03-08
Ipswich,1447.43762207,2017-03-10
Ipswich,1448.70336914,2017-03-12
Ipswich,1454.85412598,2017-03-15
Ipswich,1449.76696777,2017-03-16
Ipswich,1451.25,2017-03-17
Ipswich,1442.66955566,2017-03-19
Ipswich,1439.53466797,2017-04-02
Ipswich,1447.09667969,2017-04-05
Ipswich,1440.05102539,2017-04-09
Ipswich,1439.64172363,2017-04-13
Ipswich,1440.11914062,2017-04-14
Ipswich,1448.92285156,2017-04-15
Ipswich,1463.44641113,2017-04-18
Ipswich,1462.91040039,2017-04-19
Ipswich,1464.37231445,2017-04-21
Ipswich,1453.18701172,2017-04-23
Ipswich,1445.14025879,2017-04-30
Ipswich,1446.91381836,2017-05-05
Ipswich,1434.85461426,2017-05-08
Ipswich,1434.94543457,2017-05-12
Ipswich,1437.70495605,2017-05-25
Ipswich,1437.7244873,2017-07-28
Ipswich,1438.05505371,2017-08-04
Ipswich,1443.49121094,2017-08-06
Ipswich,1452.58447266,2017-08-13
Ipswich,1462.38110352,2017-08-16
Ipswich,1463.57629395,2017-08-18
Ipswich,1472.53625488,2017-08-20
Ipswich,1474.06945801,2017-08-24
Ipswich,1474.35095215,2017-08-25
Ipswich,1462.59338379,2017-08-27
Ipswich,1456.01586914,2017-09-10
Ipswich,1457.40563965,2017-09-13
Ipswich,1461.16503906,2017-09-14
Ipswich,1458.33605957,2017-09-15
Ipswich,1463.30383301,2017-09-17
Ipswich,1458.84460449,2017-09-24
Ipswich,1474.5123291,2017-09-27
Ipswich,1482.26464844,2017-09-28
Ipswich,1480.65393066,2017-09-29
Ipswich,1467.06542969,2017-10-01
Ipswich,1459.82006836,2017-10-15
Ipswich,1465.60778809,2017-10-18
Ipswich,1466.03015137,2017-10-19
Ipswich,1462.93310547,2017-10-20
Ipswich,1455.14733887,2017-10-23
Ipswich,1463.23254395,2017-10-29
Ipswich,1453.7130127,2017-11-01
Ipswich,1461.97399902,2017-11-02
Ipswich,1456.33618164,2017-11-03
Ipswich,1469.0291748,2017-11-05
Ipswich,1471.98291016,2017-11-19
Ipswich,1474.29260254,2017-11-22
Ipswich,1471.25622559,2017-11-23
Ipswich,1460.73828125,2017-11-24
Ipswich,1453.58874512,2017-11-26
Ipswich,1465.3203125,2017-11-29
Ipswich,1473.56079102,2017-12-03
Ipswich,1473.60241699,2017-12-06
Ipswich,1472.86352539,2017-12-07
Ipswich,1476.74926758,2017-12-08
Ipswich,1469.45275879,2017-12-10
Ipswich,1480.04907227,2017-12-17
Ipswich,1475.63208008,2017-12-24
Ipswich,1472.54602051,2017-12-27
Ipswich,1465.26293945,2017-12-31
Ipswich,1456.59399414,2018-01-03
Ipswich,1465.0534668,2018-01-14
Ipswich,1464.0769043,2018-01-21
Ipswich,1457.35498047,2018-01-28
Ipswich,1469.98254395,2018-02-04
Ipswich,1465.48156738,2018-02-11
Ipswich,1468.39697266,2018-02-14
Ipswich,1472.45202637,2018-02-15
Ipswich,1473.03869629,2018-02-16
Ipswich,1475.94799805,2018-02-19
Ipswich,1475.72509766,2018-02-21
Ipswich,1468.1361084,2018-02-22
Ipswich,1467.98583984,2018-02-23
Ipswich,1479.19555664,2018-02-25
Ipswich,1487.71972656,2018-03-07
Ipswich,1482.52526855,2018-03-08
Ipswich,1485.8314209,2018-03-09
Ipswich,1483.53112793,2018-03-11
Ipswich,1461.10998535,2018-03-14
Ipswich,1459.10327148,2018-03-15
Ipswich,1460.19885254,2018-03-16
Ipswich,1454.28771973,2018-03-18
Ipswich,1445.43261719,2018-04-01
Ipswich,1445.33459473,2018-04-03
Ipswich,1448.87988281,2018-04-06
Ipswich,1443.6619873,2018-04-08
Ipswich,1449.26647949,2018-04-11
Ipswich,1449.54577637,2018-04-13
Ipswich,1441.97766113,2018-04-15
Ipswich,1428.91223145,2018-04-22
Ipswich,1431.94885254,2018-04-25
Ipswich,1431.27111816,2018-04-27
Ipswich,1449.77893066,2018-04-29
Ipswich,1448.86291504,2018-05-03
Ipswich,1447.33886719,2018-05-04
Ipswich,1449.14123535,2018-05-07
Ipswich,1446.61291504,2018-05-27
Ipswich,1446.64379883,2018-07-27
Ipswich,1447.59631348,2018-08-03
Ipswich,1443.73718262,2018-08-05
Ipswich,1444.12512207,2018-08-10
Ipswich,1435.72399902,2018-08-12
Ipswich,1438.48266602,2018-08-17
Ipswich,1440.68530273,2018-08-19
Ipswich,1433.53222656,2018-08-22
Ipswich,1429.76025391,2018-08-24
Ipswich,1424.45983887,2018-08-26
Ipswich,1422.00842285,2018-08-31
Ipswich,1421.07348633,2018-09-03
Ipswich,1412.98181152,2018-09-16
Ipswich,1412.79553223,2018-09-19
Ipswich,1410.85644531,2018-09-20
Ipswich,1413.1953125,2018-09-21
Ipswich,1410.11743164,2018-09-23
Ipswich,1412.13671875,2018-09-30
Ipswich,1403.72241211,2018-10-03
Ipswich,1397.5177002,2018-10-04
Ipswich,1399.359375,2018-10-05
Ipswich,1413.58581543,2018-10-07
Ipswich,1400.25793457,2018-10-21
Ipswich,1400.8425293,2018-10-24
Ipswich,1394.33825684,2018-10-25
Ipswich,1396.96569824,2018-10-26
Ipswich,1387.91333008,2018-10-28
Ipswich,1388.4699707,2018-11-04
Ipswich,1382.06005859,2018-11-07
Ipswich,1388.08532715,2018-11-08
Ipswich,1386.90563965,2018-11-09
Ipswich,1389.00512695,2018-11-11
Ipswich,1384.01379395,2018-11-24
Ipswich,1383.27404785,2018-11-28
Ipswich,1374.53686523,2018-11-29
Ipswich,1377.15124512,2018-11-30
Ipswich,1371.3293457,2018-12-02
Ipswich,1367.50109863,2018-12-09
Ipswich,1370.66821289,2018-12-12
Ipswich,1368.67199707,2018-12-13
Ipswich,1366.47875977,2018-12-14
Ipswich,1373.52514648,2018-12-16
Ipswich,1375.20288086,2018-12-23
Ipswich,1367.0513916,2018-12-27
Ipswich,1362.33032227,2018-12-30
Ipswich,1354.85693359,2019-01-02
Ipswich,1354.85693359,2019-01-13
Ipswich,1354.85693359,2019-01-20
Ipswich,1354.85693359,2019-02-21
Forest,1437.37365723,2015-07-31
Forest,1434.90527344,2015-08-07
Forest,1427.97814941,2015-08-08
Forest,1433.17578125,2015-08-16
Forest,1433.74816895,2015-08-19
Forest,1432.34423828,2015-08-21
Forest,1433.13122559,2015-08-23
Forest,1434.8302002,2015-08-27
Forest,1429.8927002,2015-08-28
Forest,1421.6965332,2015-08-30
Forest,1433.34265137,2015-09-13
Forest,1436.68652344,2015-09-16
Forest,1433.64025879,2015-09-17
Forest,1434.71252441,2015-09-18
Forest,1428.54260254,2015-09-20
Forest,1429.14807129,2015-09-25
Forest,1422.66516113,2015-09-30
Forest,1427.34777832,2015-10-01
Forest,1425.84020996,2015-10-02
Forest,1419.71875,2015-10-04
Forest,1406.24121094,2015-10-17
Forest,1414.31262207,2015-10-21
Forest,1416.85241699,2015-10-22
Forest,1411.7956543,2015-10-23
Forest,1411.99743652,2015-10-25
Forest,1405.87634277,2015-11-01
Forest,1403.66918945,2015-11-04
Forest,1403.21508789,2015-11-05
Forest,1406.38269043,2015-11-06
Forest,1416.98742676,2015-11-07
Forest,1411.27722168,2015-11-22
Forest,1414.25744629,2015-11-25
Forest,1410.58154297,2015-11-26
Forest,1412.70153809,2015-11-27
Forest,1423.9432373,2015-11-29
Forest,1435.79077148,2015-12-06
Forest,1435.97192383,2015-12-09
Forest,1442.76818848,2015-12-10
Forest,1443.6171875,2015-12-11
Forest,1446.00061035,2015-12-12
Forest,1448.74865723,2015-12-15
Forest,1453.58154297,2015-12-20
Forest,1451.76867676,2015-12-28
Forest,1453.9152832,2015-12-30
Forest,1452.98583984,2016-01-03
Forest,1451.74902344,2016-01-13
Forest,1459.50537109,2016-01-17
Forest,1472.61181641,2016-01-24
Forest,1471.5892334,2016-01-27
Forest,1480.24316406,2016-02-07
Forest,1464.23571777,2016-02-14
Forest,1463.64978027,2016-02-17
Forest,1462.87072754,2016-02-19
Forest,1457.61010742,2016-02-24
Forest,1461.19299316,2016-02-25
Forest,1470.43371582,2016-02-26
Forest,1458.72302246,2016-02-28
Forest,1453.18701172,2016-03-06
Forest,1460.0592041,2016-03-09
Forest,1457.51513672,2016-03-10
Forest,1453.32727051,2016-03-11
Forest,1438.91870117,2016-03-13
Forest,1444.13476562,2016-03-16
Forest,1443.97509766,2016-03-17
Forest,1442.59777832,2016-03-18
Forest,1437.72155762,2016-03-20
Forest,1420.86999512,2016-04-03
Forest,1414.17028809,2016-04-06
Forest,1415.78356934,2016-04-07
Forest,1417.13830566,2016-04-08
Forest,1410.60571289,2016-04-12
Forest,1413.19396973,2016-04-13
Forest,1416.85986328,2016-04-15
Forest,1418.77648926,2016-04-17
Forest,1418.46044922,2016-04-20
Forest,1432.12768555,2016-04-24
Forest,1432.47265625,2016-04-27
Forest,1431.09777832,2016-04-29
Forest,1430.59667969,2016-05-01
Forest,1429.29956055,2016-05-05
Forest,1436.72875977,2016-05-06
Forest,1444.05383301,2016-05-08
Forest,1440.3861084,2016-05-19
Forest,1439.32226562,2016-07-29
Forest,1440.64379883,2016-08-05
Forest,1445.43139648,2016-08-07
Forest,1438.30761719,2016-08-13
Forest,1434.59606934,2016-08-17
Forest,1434.60925293,2016-08-19
Forest,1439.70898438,2016-08-21
Forest,1439.71911621,2016-08-25
Forest,1432.63647461,2016-08-26
Forest,1442.49121094,2016-08-28
Forest,1445.32629395,2016-09-12
Forest,1446.48449707,2016-09-14
Forest,1448.4934082,2016-09-15
Forest,1446.8515625,2016-09-16
Forest,1440.85424805,2016-09-18
Forest,1435.76196289,2016-09-25
Forest,1438.13769531,2016-09-28
Forest,1437.37109375,2016-09-29
Forest,1436.81530762,2016-09-30
Forest,1430.85913086,2016-10-02
Forest,1442.79626465,2016-10-15
Forest,1437.24194336,2016-10-19
Forest,1436.32824707,2016-10-20
Forest,1435.03015137,2016-10-21
Forest,1425.56115723,2016-10-23
Forest,1416.55944824,2016-10-30
Forest,1421.88378906,2016-11-02
Forest,1417.52783203,2016-11-03
Forest,1415.70581055,2016-11-04
Forest,1415.36999512,2016-11-06
Forest,1431.50134277,2016-11-20
Forest,1430.29919434,2016-11-23
Forest,1429.21569824,2016-11-24
Forest,1428.01916504,2016-11-25
Forest,1442.75878906,2016-11-26
Forest,1454.42590332,2016-12-03
Forest,1454.89379883,2016-12-07
Forest,1452.2253418,2016-12-08
Forest,1452.51599121,2016-12-09
Forest,1444.20581055,2016-12-12
Forest,1442.87023926,2016-12-15
Forest,1428.75622559,2016-12-18
Forest,1423.00354004,2016-12-27
Forest,1419.58105469,2016-12-31
Forest,1410.34472656,2017-01-03
Forest,1413.00817871,2017-01-15
Forest,1418.7902832,2017-01-22
Forest,1412.76940918,2017-01-26
Forest,1418.78259277,2017-02-01
Forest,1426.5670166,2017-02-05
Forest,1418.5859375,2017-02-12
Forest,1413.81176758,2017-02-15
Forest,1411.00891113,2017-02-16
Forest,1412.12609863,2017-02-17
Forest,1405.6373291,2017-02-19
Forest,1407.95068359,2017-02-22
Forest,1408.66845703,2017-02-23
Forest,1403.61083984,2017-02-24
Forest,1404.2611084,2017-02-26
Forest,1423.60498047,2017-03-05
Forest,1414.24462891,2017-03-08
Forest,1414.76123047,2017-03-10
Forest,1407.44458008,2017-03-12
Forest,1413.59533691,2017-03-15
Forest,1408.50817871,2017-03-16
Forest,1409.99121094,2017-03-17
Forest,1410.21044922,2017-03-19
Forest,1414.38037109,2017-04-02
Forest,1409.1751709,2017-04-05
Forest,1420.64001465,2017-04-09
Forest,1420.23071289,2017-04-13
Forest,1420.70812988,2017-04-14
Forest,1409.99755859,2017-04-15
Forest,1405.21630859,2017-04-18
Forest,1404.68029785,2017-04-19
Forest,1406.14233398,2017-04-21
Forest,1414.54089355,2017-04-23
Forest,1406.3112793,2017-04-30
Forest,1408.0847168,2017-05-05
Forest,1420.1439209,2017-05-08
Forest,1420.23474121,2017-05-12
Forest,1422.9942627,2017-05-25
Forest,1423.01367188,2017-07-28
Forest,1423.34423828,2017-08-04
Forest,1427.87402344,2017-08-05
Forest,1439.22558594,2017-08-13
Forest,1434.80041504,2017-08-16
Forest,1435.99560547,2017-08-18
Forest,1445.52062988,2017-08-20
Forest,1447.05383301,2017-08-24
Forest,1447.33532715,2017-08-25
Forest,1436.30822754,2017-08-27
Forest,1430.42907715,2017-09-10
Forest,1444.13964844,2017-09-13
Forest,1447.89904785,2017-09-14
Forest,1445.06994629,2017-09-15
Forest,1436.2199707,2017-09-17
Forest,1431.11315918,2017-09-24
Forest,1424.04199219,2017-09-27
Forest,1431.79443359,2017-09-28
Forest,1430.18371582,2017-09-29
Forest,1436.63513184,2017-10-01
Forest,1429.85192871,2017-10-16
Forest,1435.63964844,2017-10-18
Forest,1436.06201172,2017-10-19
Forest,1432.96496582,2017-10-20
Forest,1440.67297363,2017-10-22
Forest,1453.16247559,2017-10-29
Forest,1442.66699219,2017-11-01
Forest,1450.92797852,2017-11-02
Forest,1445.29003906,2017-11-03
Forest,1459.15209961,2017-11-05
Forest,1450.4588623,2017-11-19
Forest,1460.47351074,2017-11-22
Forest,1457.70263672,2017-11-23
Forest,1447.18469238,2017-11-24
Forest,1437.10290527,2017-11-27
Forest,1428.86242676,2017-12-03
Forest,1428.90405273,2017-12-06
Forest,1428.16516113,2017-12-07
Forest,1432.05078125,2017-12-08
Forest,1436.92138672,2017-12-10
Forest,1432.35498047,2017-12-17
Forest,1435.74401855,2017-12-24
Forest,1421.4420166,2017-12-27
Forest,1413.07910156,2017-12-31
Forest,1417.70544434,2018-01-02
Forest,1411.28039551,2018-01-14
Forest,1430.28540039,2018-01-21
Forest,1416.67175293,2018-01-31
Forest,1411.87109375,2018-02-04
Forest,1400.59362793,2018-02-11
Forest,1403.5090332,2018-02-14
Forest,1407.56396484,2018-02-15
Forest,1408.15075684,2018-02-16
Forest,1408.66381836,2018-02-18
Forest,1408.09240723,2018-02-21
Forest,1408.00256348,2018-02-22
Forest,1407.85229492,2018-02-23
Forest,1425.69885254,2018-02-25
Forest,1431.34790039,2018-03-04
Forest,1434.77563477,2018-03-07
Forest,1429.58129883,2018-03-08
Forest,1432.88745117,2018-03-09
Forest,1434.54284668,2018-03-12
Forest,1428.83349609,2018-03-14
Forest,1426.82678223,2018-03-15
Forest,1427.92236328,2018-03-16
Forest,1430.44763184,2018-03-18
Forest,1422.8704834,2018-03-31
Forest,1426.41577148,2018-04-06
Forest,1420.75366211,2018-04-08
Forest,1413.89013672,2018-04-11
Forest,1414.16931152,2018-04-13
Forest,1421.73742676,2018-04-15
Forest,1418.39953613,2018-04-22
Forest,1431.5723877,2018-04-25
Forest,1430.89465332,2018-04-27
Forest,1430.78637695,2018-04-29
Forest,1429.87036133,2018-05-03
Forest,1428.34643555,2018-05-04
Forest,1419.78149414,2018-05-07
Forest,1417.25317383,2018-05-27
Forest,1417.28405762,2018-07-27
Forest,1418.23657227,2018-08-03
Forest,1421.53271484,2018-08-05
Forest,1424.7166748,2018-08-08
Forest,1425.10449219,2018-08-10
Forest,1430.85021973,2018-08-12
Forest,1433.60888672,2018-08-17
Forest,1434.03723145,2018-08-19
Forest,1430.26525879,2018-08-24
Forest,1427.51049805,2018-08-26
Forest,1425.05908203,2018-08-31
Forest,1420.88024902,2018-09-02
Forest,1427.04003906,2018-09-16
Forest,1425.21166992,2018-09-19
Forest,1431.37841797,2018-09-20
Forest,1433.71716309,2018-09-21
Forest,1438.66894531,2018-09-23
Forest,1439.69128418,2018-09-30
Forest,1439.61706543,2018-10-03
Forest,1431.93835449,2018-10-04
Forest,1433.7800293,2018-10-05
Forest,1452.42041016,2018-10-07
Forest,1443.46362305,2018-10-21
Forest,1444.04821777,2018-10-24
Forest,1456.83154297,2018-10-25
Forest,1459.45898438,2018-10-26
Forest,1462.54760742,2018-10-28
Forest,1470.13061523,2018-11-04
Forest,1463.72070312,2018-11-07
Forest,1469.74597168,2018-11-08
Forest,1468.56628418,2018-11-09
Forest,1469.44287109,2018-11-11
Forest,1481.82128906,2018-11-25
Forest,1481.08154297,2018-11-28
Forest,1483.54882812,2018-11-29
Forest,1486.16320801,2018-11-30
Forest,1491.98522949,2018-12-02
Forest,1481.95349121,2018-12-09
Forest,1485.12060547,2018-12-12
Forest,1483.12438965,2018-12-13
Forest,1480.93115234,2018-12-14
Forest,1484.10192871,2018-12-18
Forest,1473.50134277,2018-12-23
Forest,1477.10473633,2018-12-27
Forest,1469.18994141,2018-12-30
Forest,1480.91418457,2019-01-02
Forest,1480.91418457,2019-01-13
Forest,1480.91418457,2019-01-20
Forest,1480.91418457,2019-02-21
QPR,1536.86328125,2015-07-31
QPR,1534.39501953,2015-08-07
QPR,1521.27404785,2015-08-09
QPR,1518.07397461,2015-08-16
QPR,1519.48937988,2015-08-19
QPR,1528.51306152,2015-08-20
QPR,1527.10925293,2015-08-21
QPR,1531.8034668,2015-08-23
QPR,1533.50244141,2015-08-27
QPR,1528.56506348,2015-08-28
QPR,1534.51391602,2015-08-30
QPR,1522.86767578,2015-09-13
QPR,1516.10668945,2015-09-16
QPR,1510.27172852,2015-09-17
QPR,1511.34399414,2015-09-18
QPR,1513.71276855,2015-09-20
QPR,1494.90600586,2015-09-26
QPR,1488.4230957,2015-09-30
QPR,1493.10571289,2015-10-01
QPR,1491.59802246,2015-10-02
QPR,1496.3248291,2015-10-04
QPR,1488.45776367,2015-10-18
QPR,1491.07128906,2015-10-21
QPR,1493.61108398,2015-10-22
QPR,1488.55432129,2015-10-23
QPR,1495.01184082,2015-10-25
QPR,1487.10095215,2015-10-31
QPR,1487.43444824,2015-11-04
QPR,1486.98034668,2015-11-05
QPR,1490.14794922,2015-11-06
QPR,1485.88989258,2015-11-08
QPR,1480.50683594,2015-11-21
QPR,1483.48718262,2015-11-25
QPR,1479.81115723,2015-11-26
QPR,1481.93115234,2015-11-27
QPR,1487.29345703,2015-11-29
QPR,1495.11999512,2015-12-04
QPR,1495.30114746,2015-12-09
QPR,1502.09729004,2015-12-10
QPR,1502.94628906,2015-12-11
QPR,1503.30322266,2015-12-13
QPR,1502.34326172,2015-12-16
QPR,1499.26904297,2015-12-20
QPR,1492.43896484,2015-12-27
QPR,1488.58227539,2015-12-29
QPR,1480.95715332,2016-01-02
QPR,1482.38366699,2016-01-13
QPR,1494.27087402,2016-01-17
QPR,1492.16369629,2016-01-24
QPR,1493.1862793,2016-01-27
QPR,1500.25036621,2016-02-07
QPR,1484.16479492,2016-02-14
QPR,1483.57885742,2016-02-17
QPR,1482.79980469,2016-02-19
QPR,1480.82250977,2016-02-21
QPR,1481.95861816,2016-02-24
QPR,1485.54138184,2016-02-25
QPR,1494.78210449,2016-02-26
QPR,1504.64160156,2016-02-28
QPR,1489.99084473,2016-03-06
QPR,1501.33886719,2016-03-09
QPR,1498.7947998,2016-03-10
QPR,1494.60693359,2016-03-11
QPR,1503.60107422,2016-03-13
QPR,1503.69421387,2016-03-16
QPR,1503.53442383,2016-03-17
QPR,1502.15722656,2016-03-18
QPR,1502.20800781,2016-03-20
QPR,1494.31201172,2016-04-02
QPR,1493.92370605,2016-04-06
QPR,1495.5369873,2016-04-07
QPR,1496.89172363,2016-04-08
QPR,1501.07263184,2016-04-10
QPR,1503.66088867,2016-04-13
QPR,1507.32678223,2016-04-15
QPR,1508.83691406,2016-04-17
QPR,1497.34472656,2016-04-20
QPR,1493.74023438,2016-04-24
QPR,1494.08520508,2016-04-27
QPR,1492.71032715,2016-04-29
QPR,1488.73181152,2016-05-03
QPR,1487.43469238,2016-05-05
QPR,1494.8638916,2016-05-06
QPR,1500.13000488,2016-05-08
QPR,1496.4621582,2016-05-19
QPR,1495.3984375,2016-07-29
QPR,1496.71984863,2016-08-05
QPR,1506.55737305,2016-08-08
QPR,1519.48950195,2016-08-15
QPR,1520.79956055,2016-08-17
QPR,1510.40307617,2016-08-18
QPR,1510.41625977,2016-08-19
QPR,1493.82116699,2016-08-21
QPR,1493.83129883,2016-08-25
QPR,1486.74865723,2016-08-26
QPR,1493.00598145,2016-08-28
QPR,1489.31005859,2016-09-11
QPR,1475.86169434,2016-09-14
QPR,1477.95129395,2016-09-15
QPR,1476.30944824,2016-09-16
QPR,1469.31164551,2016-09-18
QPR,1468.44494629,2016-09-25
QPR,1471.74780273,2016-09-28
QPR,1470.98120117,2016-09-29
QPR,1470.42541504,2016-09-30
QPR,1478.62695312,2016-10-02
QPR,1475.7442627,2016-10-16
QPR,1483.27844238,2016-10-19
QPR,1482.36474609,2016-10-20
QPR,1481.06665039,2016-10-21
QPR,1475.48864746,2016-10-23
QPR,1462.8458252,2016-10-29
QPR,1468.17004395,2016-11-02
QPR,1463.81408691,2016-11-03
QPR,1461.9921875,2016-11-04
QPR,1462.32800293,2016-11-06
QPR,1471.30664062,2016-11-20
QPR,1470.10449219,2016-11-23
QPR,1469.02099609,2016-11-24
QPR,1467.82446289,2016-11-25
QPR,1456.1607666,2016-11-27
QPR,1446.17053223,2016-12-02
QPR,1446.63842773,2016-12-07
QPR,1443.96984863,2016-12-08
QPR,1444.26062012,2016-12-09
QPR,1434.6192627,2016-12-11
QPR,1427.1529541,2016-12-15
QPR,1419.0090332,2016-12-19
QPR,1414.16601562,2016-12-28
QPR,1425.11743164,2017-01-01
QPR,1432.52075195,2017-01-03
QPR,1443.55969238,2017-01-13
QPR,1442.8145752,2017-01-22
QPR,1430.29260254,2017-01-29
QPR,1436.77758789,2017-02-02
QPR,1429.72631836,2017-02-05
QPR,1421.36315918,2017-02-12
QPR,1418.56030273,2017-02-16
QPR,1419.67749023,2017-02-17
QPR,1436.5838623,2017-02-19
QPR,1443.85217285,2017-02-22
QPR,1444.56994629,2017-02-23
QPR,1439.5123291,2017-02-24
QPR,1434.01000977,2017-02-26
QPR,1441.18261719,2017-03-05
QPR,1446.12683105,2017-03-08
QPR,1446.64355469,2017-03-10
QPR,1450.53747559,2017-03-12
QPR,1456.68823242,2017-03-15
QPR,1451.60107422,2017-03-16
QPR,1453.08410645,2017-03-17
QPR,1458.7064209,2017-03-19
QPR,1453.00109863,2017-04-01
QPR,1447.37194824,2017-04-05
QPR,1440.7565918,2017-04-08
QPR,1440.34729004,2017-04-13
QPR,1440.82470703,2017-04-14
QPR,1434.00964355,2017-04-15
QPR,1426.17382812,2017-04-18
QPR,1425.63781738,2017-04-19
QPR,1427.09973145,2017-04-21
QPR,1420.89562988,2017-04-23
QPR,1429.12524414,2017-04-30
QPR,1430.89880371,2017-05-05
QPR,1422.89746094,2017-05-08
QPR,1422.98828125,2017-05-12
QPR,1425.74780273,2017-05-25
QPR,1425.76721191,2017-07-28
QPR,1426.09777832,2017-08-04
QPR,1438.36877441,2017-08-06
QPR,1442.65844727,2017-08-13
QPR,1445.28662109,2017-08-16
QPR,1439.09973145,2017-08-17
QPR,1440.29492188,2017-08-18
QPR,1449.59472656,2017-08-20
QPR,1451.12792969,2017-08-24
QPR,1451.40942383,2017-08-25
QPR,1446.69226074,2017-08-27
QPR,1453.26977539,2017-09-10
QPR,1450.2520752,2017-09-13
QPR,1454.01147461,2017-09-14
QPR,1451.18249512,2017-09-15
QPR,1447.21350098,2017-09-17
QPR,1444.02490234,2017-09-24
QPR,1447.48339844,2017-09-27
QPR,1455.23571777,2017-09-28
QPR,1453.625,2017-09-29
QPR,1446.63427734,2017-09-30
QPR,1450.06738281,2017-10-15
QPR,1455.85510254,2017-10-18
QPR,1456.27746582,2017-10-19
QPR,1453.18041992,2017-10-20
QPR,1451.61499023,2017-10-22
QPR,1460.02929688,2017-10-29
QPR,1463.74597168,2017-11-01
QPR,1472.00695801,2017-11-02
QPR,1466.36901855,2017-11-03
QPR,1452.50708008,2017-11-05
QPR,1444.64111328,2017-11-19
QPR,1440.51477051,2017-11-22
QPR,1437.74401855,2017-11-23
QPR,1427.22595215,2017-11-24
QPR,1427.52001953,2017-11-28
QPR,1422.06286621,2017-12-03
QPR,1422.10449219,2017-12-06
QPR,1421.36560059,2017-12-07
QPR,1425.2512207,2017-12-08
QPR,1414.8137207,2017-12-10
QPR,1423.35070801,2017-12-17
QPR,1424.52526855,2017-12-24
QPR,1427.61132812,2017-12-27
QPR,1420.66748047,2017-12-30
QPR,1430.00036621,2018-01-02
QPR,1441.87976074,2018-01-14
QPR,1429.57446289,2018-01-21
QPR,1422.40307617,2018-01-28
QPR,1428.55163574,2018-02-04
QPR,1425.1192627,2018-02-11
QPR,1428.0345459,2018-02-14
QPR,1432.08959961,2018-02-15
QPR,1432.6763916,2018-02-16
QPR,1440.74780273,2018-02-18
QPR,1434.38061523,2018-02-21
QPR,1434.29077148,2018-02-22
QPR,1434.14050293,2018-02-23
QPR,1416.29406738,2018-02-25
QPR,1418.10424805,2018-03-07
QPR,1412.90979004,2018-03-08
QPR,1416.21594238,2018-03-09
QPR,1422.70153809,2018-03-11
QPR,1435.90002441,2018-03-14
QPR,1433.89331055,2018-03-15
QPR,1434.9888916,2018-03-16
QPR,1440.72729492,2018-03-18
QPR,1433.7409668,2018-03-31
QPR,1447.65930176,2018-04-03
QPR,1451.20458984,2018-04-06
QPR,1439.15356445,2018-04-08
QPR,1449.41394043,2018-04-11
QPR,1449.6932373,2018-04-13
QPR,1441.37414551,2018-04-15
QPR,1436.79748535,2018-04-22
QPR,1439.83398438,2018-04-25
QPR,1439.15637207,2018-04-27
QPR,1447.14599609,2018-04-29
QPR,1446.22998047,2018-05-03
QPR,1444.70605469,2018-05-04
QPR,1435.55053711,2018-05-07
QPR,1433.02233887,2018-05-27
QPR,1433.05310059,2018-07-27
QPR,1434.00561523,2018-08-03
QPR,1429.4029541,2018-08-05
QPR,1429.79077148,2018-08-10
QPR,1420.53161621,2018-08-12
QPR,1423.2902832,2018-08-17
QPR,1416.63012695,2018-08-19
QPR,1401.99768066,2018-08-22
QPR,1398.22583008,2018-08-24
QPR,1404.65979004,2018-08-26
QPR,1402.20837402,2018-08-31
QPR,1403.90234375,2018-09-02
QPR,1412.9822998,2018-09-16
QPR,1411.15405273,2018-09-19
QPR,1420.83398438,2018-09-20
QPR,1423.17272949,2018-09-21
QPR,1414.77319336,2018-09-23
QPR,1409.88537598,2018-09-30
QPR,1419.16748047,2018-10-03
QPR,1412.96276855,2018-10-04
QPR,1414.80444336,2018-10-05
QPR,1415.24487305,2018-10-07
QPR,1428.57275391,2018-10-21
QPR,1443.2121582,2018-10-24
QPR,1442.73474121,2018-10-25
QPR,1445.36218262,2018-10-26
QPR,1453.97827148,2018-10-27
QPR,1446.45605469,2018-11-04
QPR,1440.04614258,2018-11-07
QPR,1446.07141113,2018-11-08
QPR,1444.89172363,2018-11-09
QPR,1452.50756836,2018-11-11
